CODE;ENGLISH;;;;;;;;;;;;;
lobby_group;압력단체 대금 지불 중;;;;;;;;;;;;;
centre_sphere_boost;외국의 정치적 지원;;;;;;;;;;;;;
centre_sphere_boon;외국의 정치적 지원;;;;;;;;;;;;;
right_sphere_boost;외국의 정치적 지원;;;;;;;;;;;;;
right_sphere_boon;외국의 정치적 지원;;;;;;;;;;;;;
left_sphere_boost;외국의 정치적 지원;;;;;;;;;;;;;
left_sphere_boon;외국의 정치적 지원;;;;;;;;;;;;;
democracy_sphere_boost;외국의 정치적 지원;;;;;;;;;;;;;
democracy_sphere_boon;외국의 정치적 지원;;;;;;;;;;;;;
dictatorship_sphere_boost;외국의 정치적 지원;;;;;;;;;;;;;
dictatorship_sphere_boon;외국의 정치적 지원;;;;;;;;;;;;;
EVTDESC7001;최근 한 야당에서 박력 넘치는 지도자가 등장했습니다. 설득력 높은 그의 통달력이 많은 유권자들을 그의 대의에 끌어들이면서 자연스레 그의 당이 여론조사에서 우위를 점하기 시작했습니다. 당장 유권자들에게 좋은 통치방식을 제공하지 못한다면 이 새로운 당이 언젠가 정권을 잡을지도 모릅니다.;;;;;;;;;;;;;
EVTDESC1512205;1968년 10월 12일 독립을 허가받은 이 지역은 적도기니 공화국을 수립했습니다. 대통령에는 프란시스코 마시아스 응게마가 뽑혔습니다. 1969년 성탄절 이브에 마시아스 응게마는 150명을 동원해 정변 음모를 꾸몄습니다. 1970년 7월 마시아스 응게마는 일당제를 수립하고 1972년에 종신 대통령으로 취임했으며, 에스파냐 및 서방과의 관계를 끊었습니다. 그는 마르크스주의를 "신식민지주의"라고 비난했으나, 사회주의 국가들(특히 중국, 쿠바, 소련)과 매우 특별한 관계를 유지했습니다. 그는 소련과 우대무역 협정과 선박 조약을 체결했고, 소련은 적도기니에 차관을 제공했습니다.;;;;;;;;;;;;;
war_bonds;전쟁채권 발행;;;;;;;;;;;;;
war_bonds_issue_title;전쟁채권 발행;;;;;;;;;;;;;
war_bonds_issue_desc;전쟁채권은 전시에 정부가 군사작전과 기타 지출을 조달하기 위해 발행하는 채무 증서입니다. 실제로 현대 정부는 추가 자금을 유통시켜 전쟁자금을 조달하는데, 채권의 기능은 순환출자에서 돈을 빼고 인플레이션 억제를 돕는 것입니다. 전쟁채권은 대중에게 직접 판매하는 소매채권과 주식 시장에서 거래하는 도매채권이 있습니다. 전쟁채권 매매 권고는 애국심과 양심에 호소하는 경우가 많습니다. 소매 전쟁채권은 다른 소매채권과 마찬가지로 수익률이 시장에서 제공하는 수익률보다 낮은 경향이 있으며, 종종 모든 시민들이 살 수 있도록 다양한 액면가로 발행합니다.;;;;;;;;;;;;;
EVTDESC1512204;케플라비크 협정은 제2차 세계대전이 끝난 후 1946년 미국 정부와 신생 아이슬란드 공화국이 체결한 협정입니다. 이 협정은 미군이 9개월 이내에 아이슬란드를 떠나고 아이슬란드인들에게 케플라비크 공항을 넘기도록 규정했습니다. 이번 협정으로 이전의 모든 협정은 무효화됩니다. 하지만 합의 조건은 오래가지 못했습니다. 1951년 북대서양 조약기구를 통해 새로운 합의를 체결했습니다. 이 방위조약에 따르면 미국은 불특정 기간 동안 아이슬란드 방위에 대한 책임을 집니다. 이 새로운 협정은 케플라비크 협정을 무효화했습니다.;;;;;;;;;;;;;
EVTDESC198010;헤글리그 위기는 2012년 남수단의 유니티주와 수단 남코르도판주가 석유 자원이 풍부한 지역을 놓고 벌인 짧은 전쟁입니다. 남수단은 수단군에게 밀리기 전까지 작은 국경도시인 헤글리그를 침공해 잠시 점령했습니다. 소규모 충돌은 양국이 국경과 천연자원에 대한 분쟁의 대부분을 해결하기로 한 협정을 체결했던 9월 26일까지 이어졌습니다.;;;;;;;;;;;;;
united_romania_title;루마니아-몰도바 통일;;;;;;;;;;;;;
united_romania_desc;루마니아와 몰도바의 통일은 공산주의의 붕괴기인 1980년대 후반부터 달아오른 양국에서 인기 있는 주제입니다. 1989년 루마니아 혁명과 1991년 몰도바 독립은 루마니아어를 사용하는 양국의 통일운동 발전에 더욱 기여했습니다. 양국의 공적 영역에서는 통일 문제를 목표, 위험, 종종 투기로써 반복적으로 다룹니다.;;;;;;;;;;;;;
EVTDESC1512203;2011년 1월 9일부터 15일까지 남부 수단에서 수단 잔류/독립에 대한 국민투표를 실시했습니다. 이 투표는 2005년 하르툼 중앙정부와 수단 인민해방군 사이에 체결한 나이바샤 협정의 결과 중 하나입니다. 원래 남수단의 일원으로 참가할지를 놓고 아비예이에서 동시 주민투표를 실시할 예정이었으나, 분단과 주민권을 둘러싼 갈등으로 미뤄졌습니다. 2011년 2월 7일 국민투표 위원회는 98.83퍼센트의 투표율로 최종 결과를 발표했습니다. 79개 카운티 중 투표율 100퍼센트를 초과한 10개 카운티에서 투표가 중단됐지만, 투표율은 요건인 60퍼센트를 훌쩍 넘으면서 과반수가 이탈하는 문제도 없었습니다.;;;;;;;;;;;;;
cfa_member;자유연합협정 가맹국;;;;;;;;;;;;;
joincfa_title;자유연합협정 가입;;;;;;;;;;;;;
joincfa_desc;자유연합협정은 미크로네시아, 마셜제도, 팔라우 연방의 3개 태평양 섬나라들과 미국이 자유연합관계를 수립하고 관리하자는 내용의 국제협정입니다. 이 협약은 미국 해군 신탁통치령 협정의 연장선상에서 이루어졌는데, 이 협정에서 미국 연방정부는 신탁통치령과 그 주민의 특수한 상황과 관계된 자유롭고 적절한 자치권 및 독립을 지향하고 신탁통치령 주민의 발전을 촉진할 의무가 있었습니다. 이 협약에 따라 미국 연방정부는 15년 동안 세계방산의 권한과 책임을 다하는 대가로 내무부 도서지역청을 통해 재정 지원을 보장합니다.;;;;;;;;;;;;;
leavecfa_title;자유연합협정 탈퇴;;;;;;;;;;;;;
leavecfa_desc;자유연합협정는 미크로네시아, 마셜제도, 팔라우 연방의 3개 태평양 섬나라들과 미국이 자유연합관계를 수립하고 관리하자는 내용의 국제협정입니다. 이 협약은 미국 해군 신탁통치령 협정의 연장선상에서 이루어졌는데, 이 협정에서 미국 연방정부는 신탁통치령과 그 주민의 특수한 상황과 관계된 자유롭고 적절한 자치권 및 독립을 지향하고 신탁통치령 주민의 발전을 촉진할 의무가 있었습니다. 이 협약에 따라 미국 연방정부는 15년 동안 세계방산의 권한과 책임을 다하는 대가로 내무부 도서지역청을 통해 재정 지원을 보장합니다.;;;;;;;;;;;;;
EVTDESC1512200;전후 국제 유대관계가 확대되면서 몽골은 북한 및 동유럽의 신생 공산국가들과 대외관계를 맺었습니다. 몽골과 중화인민공화국은 1949년에 서로를 인정했고, 중화인민공화국은 외몽골에 대한 모든 영유권 주장을 포기했습니다. 1952년 처이발상이 모스크바에서 암 치료를 받다가 사망했습니다. 그의 지위는 윰자김 체덴발 총리가 계승했습니다. 그는 처이발상과는 달리 몽골을 소련의 구성 공화국으로 통합하는 방안에 열광했습니다. 그러나 다른 몽골 인민혁명당원들의 격렬한 반대에 부딪히면서 버려졌습니다.;;;;;;;;;;;;;
EVTDESC1512199;새로운 문서를 채택함에 있어서 메이지 헌법은 위반적이지 않으며, 오히려 법적 연속성을 유지하기로 결정했습니다. 따라서 1946년 헌법은 제73조의 규정에 따라 메이지 헌법의 개정안으로서 채택되었습니다. 제73조에 따라 새 헌법은 6월 20일에 천황이 발표한 칙령을 통해 공식적으로 제국의회에 제출되었습니다. 헌법 초안은 제국헌법 개정안으로 제출되어 심의를 받았습니다. 당시 제국헌법은 법안이 국회 양원에서 3분의 2의 지지를 받아야만 비로소 법률로 제정할 수 있도록 정했습니다. 양회 모두 동료의원이 이 문서를 수정한 10월 6일 이후 하원은 다음 날 같은 형태로 이 문서를 채택했고, 단 5명의 의원만이 반대표를 던졌고, 1946년 11월 3일 천황의 승인을 받음으로써 비로소 헌법이 되었습니다. 그 자체의 조건에 따라 헌법은 1947년 5월 3일에 발효했습니다.;;;;;;;;;;;;;
global_reserve_currency;세계준비통화;;;;;;;;;;;;;
major_reserve_currency;주요준비통화;;;;;;;;;;;;;
EVTDESC1512197;프랑스 연합은 프랑스 제4공화국이 프랑스 식민제도를 대체하기 위해 만든 정치적 실체로, 구어적으로는 "프랑스 식민제국"으로 알려져 있습니다. 프랑스 연합은 식민지 내 프랑스 신민들의 "원주민" 지위가 공식적으로 사라지는 결과를 낳았습니다. 이 연합의 목표는 "해외 영토를 프랑스 시민들이 거주하고 프랑스 문화가 축복하는 더 큰 프랑스로 동화하기"였습니다(반면 영국 식민제도는 결국 독자적 국가로 진화할 지방 총독부를 운영했음). 프랑스는 단일 프랑스인 국가 하에 단일정부를 만들기를 원했습니다. 사실 식민지도 대표가 있었지만 모든 권력은 프랑스 의회에 남아있는 등 중앙집권적이었습니다. 식민지들도 지역집단이 있었으나 제한적인 권력만을 가졌습니다. 대신 프랑스 본토에서 해외 영토 출신의 여러 원주민들이 엘리트 집단으로 성장했습니다.;;;;;;;;;;;;;
french_union;프랑스 연합;;;;;;;;;;;;;
EVTDESC1512196;1992년 9월 16일 영국에서 검은 수요일이 발생했습니다. 당시 유럽 환율조정제도에서 합의한 하한선 이상으로 파운드화를 유지할 수 없게 되면서 존 메이저의 보수당 내각은 파운드화를 회수해야 했습니다. 1997년 영국 재무부는 검은 수요일의 비용을 4억파운드로 추산했습니다. 1990년대 초부터 독일 통일로 인한 초과 지출과 관련된 인플레이션에 시달리던 독일 연방은행이 금리를 높게 잡으면서 환율조정제도 전체가 상당한 스트레스를 받아야 했습니다. 영국과 이탈리아는 이중 적자로 인해 추가적인 어려움을 겪었고, 영국은 추가적으로 그 해 여름 미국 달러화의 급속한 평가절하로 인해 많은 영국 수출품이 타격을 입었습니다. 국가 위신 차원의 문제들과 환율조정제도 내에서 환율을 고정하면 유럽 단일통화로 향하리라는 교리에 대한 확신은 환율 조정을 억제했습니다.;;;;;;;;;;;;;
erm_flag;유럽 환율조정제도 가입;;;;;;;;;;;;;
EVTDESC1512195;유럽 환율조정제도는 1979년 3월 13일 유럽 경제공동체에서 유럽 통화제도의 일환으로 도입한 제도로, 1999년 1월 1일에 발효할 경제적 통화연합 및 단일통화인 유로화 도입에 대비해 환율 변동을 줄이고 유럽의 통화 안정을 달성한다는 목적을 가졌습니다. 환율조정제도는 기준통화 환율 차이 개념에 기반했으나 환율 변동은 그 차이 안에서 일어납니다. 이를 준연동제라고도 합니다. 유로화 도입 전 환율은 유럽화폐단위에 근거해 참가 통화의 가중평균으로서 가치가 정해졌습니다.;;;;;;;;;;;;;
EVTDESC1512194;1말레이시아 개발회사 사건은 말레이시아에서 일어난 정치적 추문입니다. 2015년 나집 라작 말레이시아 총리는 정부 산하 전략개발회사인 1말레이시아 개발회사에서 개인은행 계좌로 약 7억달러를 대출한 혐의를 받고 있습니다. 수많은 말레이시아인들이 이 사건을 비난했으며, 전임 총리인 마하티르 모하메드 박사를 포함한 수많은 사람들이 나집 라작의 사임을 요구했습니다. 그 결과 2018년 총선의 결과로서 그는 나집을 물리치고 정권을 되찾았습니다.;;;;;;;;;;;;;
EVTDESC1512190;1990년 대선에서 후지모리가 '캄비오(외국통화교환소) 90'의 기치 아래 세계적인 작가 마리오 바르가스 요사에게서 깜짝 역전승을 거둬 다크호스 후보로 당선됐습니다. 그는 퇴임하는 알란 가르시아 대통령, 아메리카 대중혁명동맹당에 대한 깊은 환멸을 이용했습니다. 그는 바르가스 로사의 기존 페루 정치조직과의 정체성에 대한 대중의 불신과 신자유주의적 경제개혁 계획에 대한 불확실성을 이용했습니다. 선거운동 기간 동안 후지모리는 대략 엘 치노(중국인)라는 별명을 얻었습니다. 후지모리는 일본계였으나, 자신은 항상 이 애정의 말로 인식되는 용어에 더 흥분한다고 밝혀왔습니다. 그는 라틴아메리카 국가의 정부 수장에 오른 두번째 동아시아인이기도 합니다.;;;;;;;;;;;;;
EVTDESC1512191;후지모리의 첫 임기 동안 아메리카 대중혁명동맹당과 바르가스 로사의 민주전선은 의회와 하원, 상원을 모두 장악하면서 경제개혁 제정을 방해했습니다. 후지모리는 또한 의회에서의 비타협적이고 방해적인 요소로 인해 떠오르는 마오주의 반군 유격대 진압에 어려움을 겪었습니다. 1992년 3월까지 의회에 대해 단지 17퍼센트의 유권자만이 괜찮다고 밝혔습니다. 한 여론조사에 따르면 당시 대통령의 지지율은 42퍼센트였습니다. 1992년 4월 5일 정치적 교착상태에 대응하고자 하던 후지모리는 군부의 지원을 받아 친위정변을 단행해 의회를 폐쇄하고 헌법을 정지하고 사법부를 숙청했습니다.;;;;;;;;;;;;;
